split,label,president_dir,filename,source_path,output_path,char_count
train,republican,Ronald_Reagan,"May 20, 1983__executive-order-12422level-iv-of-the-executive-schedule.txt","Ronald_Reagan/May 20, 1983__executive-order-12422level-iv-of-the-executive-schedule.txt","train/republican/Ronald_Reagan/May 20, 1983__executive-order-12422level-iv-of-the-executive-schedule.txt",60
train,republican,William_McKinley,"July 24, 1899__executive-order.txt","William_McKinley/July 24, 1899__executive-order.txt","train/republican/William_McKinley/July 24, 1899__executive-order.txt",1512
train,republican,Gerald_R_Ford,"June 12, 1975__executive-order-11863withholding-of-city-income-or-employment-taxes-by-federal-agencies.txt","Gerald_R_Ford/June 12, 1975__executive-order-11863withholding-of-city-income-or-employment-taxes-by-federal-agencies.txt","train/republican/Gerald_R_Ford/June 12, 1975__executive-order-11863withholding-of-city-income-or-employment-taxes-by-federal-agencies.txt",4089
train,republican,Ronald_Reagan,"July 28, 1983__executive-order-12435presidents-commission-on-organized-crime.txt","Ronald_Reagan/July 28, 1983__executive-order-12435presidents-commission-on-organized-crime.txt","train/republican/Ronald_Reagan/July 28, 1983__executive-order-12435presidents-commission-on-organized-crime.txt",2581
train,republican,Herbert_Hoover,"May 15, 1931__executive-order-5624regulations-governing-the-occupation-and-maintenance-of-certain-foreign-service-quarters.txt","Herbert_Hoover/May 15, 1931__executive-order-5624regulations-governing-the-occupation-and-maintenance-of-certain-foreign-service-quarters.txt","train/republican/Herbert_Hoover/May 15, 1931__executive-order-5624regulations-governing-the-occupation-and-maintenance-of-certain-foreign-service-quarters.txt",11385
train,republican,Ronald_Reagan,"May 24, 1982__executive-order-12365foreign-assistance-and-arms-control.txt","Ronald_Reagan/May 24, 1982__executive-order-12365foreign-assistance-and-arms-control.txt","train/republican/Ronald_Reagan/May 24, 1982__executive-order-12365foreign-assistance-and-arms-control.txt",2144
train,republican,Dwight_D_Eisenhower,"May 16, 1958__executive-order-10768termination-of-the-airspace-reservation-established-by-executive-order-no-7138-over-a-portion-of-the-aleutian-islands-a.txt","Dwight_D_Eisenhower/May 16, 1958__executive-order-10768termination-of-the-airspace-reservation-established-by-executive-order-no-7138-over-a-portion-of-the-aleutian-islands-a.txt","train/republican/Dwight_D_Eisenhower/May 16, 1958__executive-order-10768termination-of-the-airspace-reservation-established-by-executive-order-no-7138-over-a-portion-of-the-aleutian-islands-a.txt",661
train,republican,George_Bush,"December 26, 1991__executive-order-12785extending-the-presidents-education-policy-advisory-committee.txt","George_Bush/December 26, 1991__executive-order-12785extending-the-presidents-education-policy-advisory-committee.txt","train/republican/George_Bush/December 26, 1991__executive-order-12785extending-the-presidents-education-policy-advisory-committee.txt",197
train,republican,Herbert_Hoover,"February 25, 1930__executive-order-5287withdrawal-of-public-lands-for-resurvey.txt","Herbert_Hoover/February 25, 1930__executive-order-5287withdrawal-of-public-lands-for-resurvey.txt","train/republican/Herbert_Hoover/February 25, 1930__executive-order-5287withdrawal-of-public-lands-for-resurvey.txt",732
train,republican,Abraham_Lincoln,"June 30, 1862__executive-ordercall-for-troops.txt","Abraham_Lincoln/June 30, 1862__executive-ordercall-for-troops.txt","train/republican/Abraham_Lincoln/June 30, 1862__executive-ordercall-for-troops.txt",3476
train,republican,George_Bush,"January 22, 1991__executive-order-12745waiver-under-the-trade-act-of-1974-with-respect-to-bulgaria.txt","George_Bush/January 22, 1991__executive-order-12745waiver-under-the-trade-act-of-1974-with-respect-to-bulgaria.txt","train/republican/George_Bush/January 22, 1991__executive-order-12745waiver-under-the-trade-act-of-1974-with-respect-to-bulgaria.txt",481
train,republican,Donald_J_Trump_(2nd_Term),"May 01, 2025__executive-order-14290ending-taxpayer-subsidization-of-biased-media.txt","Donald_J_Trump_(2nd_Term)/May 01, 2025__executive-order-14290ending-taxpayer-subsidization-of-biased-media.txt","train/republican/Donald_J_Trump_(2nd_Term)/May 01, 2025__executive-order-14290ending-taxpayer-subsidization-of-biased-media.txt",5028
train,republican,Herbert_Hoover,"January 21, 1931__executive-order-5537potash-restoration-no-9-california.txt","Herbert_Hoover/January 21, 1931__executive-order-5537potash-restoration-no-9-california.txt","train/republican/Herbert_Hoover/January 21, 1931__executive-order-5537potash-restoration-no-9-california.txt",220
train,republican,Herbert_Hoover,"December 19, 1930__executive-order-5518revocation-of-withdrawal-of-public-lands-for-resurvey-new-mexico.txt","Herbert_Hoover/December 19, 1930__executive-order-5518revocation-of-withdrawal-of-public-lands-for-resurvey-new-mexico.txt","train/republican/Herbert_Hoover/December 19, 1930__executive-order-5518revocation-of-withdrawal-of-public-lands-for-resurvey-new-mexico.txt",1180
train,republican,George_W_Bush,"May 09, 2003__executive-order-13300facilitating-the-administration-of-justice-in-the-federal-courts.txt","George_W_Bush/May 09, 2003__executive-order-13300facilitating-the-administration-of-justice-in-the-federal-courts.txt","train/republican/George_W_Bush/May 09, 2003__executive-order-13300facilitating-the-administration-of-justice-in-the-federal-courts.txt",1519
train,republican,William_McKinley,"April 15, 1901__executive-order.txt","William_McKinley/April 15, 1901__executive-order.txt","train/republican/William_McKinley/April 15, 1901__executive-order.txt",1037
train,republican,George_Bush,"March 09, 1989__executive-order-12670nuclear-cooperation-with-euratom.txt","George_Bush/March 09, 1989__executive-order-12670nuclear-cooperation-with-euratom.txt","train/republican/George_Bush/March 09, 1989__executive-order-12670nuclear-cooperation-with-euratom.txt",863
train,republican,Richard_Nixon,"March 22, 1972__executive-order-11657exemption-of-c-everette-spangler-from-compulsory-retirement-for-age.txt","Richard_Nixon/March 22, 1972__executive-order-11657exemption-of-c-everette-spangler-from-compulsory-retirement-for-age.txt","train/republican/Richard_Nixon/March 22, 1972__executive-order-11657exemption-of-c-everette-spangler-from-compulsory-retirement-for-age.txt",633
train,republican,Herbert_Hoover,"February 21, 1930__executive-order-5284designation-of-fort-pierce-florida-as-a-customs-port-of-entry.txt","Herbert_Hoover/February 21, 1930__executive-order-5284designation-of-fort-pierce-florida-as-a-customs-port-of-entry.txt","train/republican/Herbert_Hoover/February 21, 1930__executive-order-5284designation-of-fort-pierce-florida-as-a-customs-port-of-entry.txt",416
train,republican,Donald_J_Trump_(2nd_Term),"September 05, 2025__executive-order-14348strengthening-efforts-to-protect-us-nationals-from-wrongful-detention-abroad.txt","Donald_J_Trump_(2nd_Term)/September 05, 2025__executive-order-14348strengthening-efforts-to-protect-us-nationals-from-wrongful-detention-abroad.txt","train/republican/Donald_J_Trump_(2nd_Term)/September 05, 2025__executive-order-14348strengthening-efforts-to-protect-us-nationals-from-wrongful-detention-abroad.txt",6836
train,republican,Donald_J_Trump_(2nd_Term),"May 23, 2025__executive-order-14300ordering-the-reform-of-the-nuclear-regulatory-commission.txt","Donald_J_Trump_(2nd_Term)/May 23, 2025__executive-order-14300ordering-the-reform-of-the-nuclear-regulatory-commission.txt","train/republican/Donald_J_Trump_(2nd_Term)/May 23, 2025__executive-order-14300ordering-the-reform-of-the-nuclear-regulatory-commission.txt",10448
train,republican,Ronald_Reagan,"June 16, 1983__executive-order-12425international-criminal-police-organizations.txt","Ronald_Reagan/June 16, 1983__executive-order-12425international-criminal-police-organizations.txt","train/republican/Ronald_Reagan/June 16, 1983__executive-order-12425international-criminal-police-organizations.txt",960
train,republican,Gerald_R_Ford,"June 13, 1975__executive-order-11864amending-executive-order-no-11861-placing-certain-positions-in-levels-iv-and-v-of-the-executive-schedule.txt","Gerald_R_Ford/June 13, 1975__executive-order-11864amending-executive-order-no-11861-placing-certain-positions-in-levels-iv-and-v-of-the-executive-schedule.txt","train/republican/Gerald_R_Ford/June 13, 1975__executive-order-11864amending-executive-order-no-11861-placing-certain-positions-in-levels-iv-and-v-of-the-executive-schedule.txt",434
train,republican,Herbert_Hoover,"November 18, 1929__executive-order-5227restoring-certain-reserved-lands-occupied-as-a-home-site-or-for-fish-cannery-purposes-in-tongass-national-forest-alaska-.txt","Herbert_Hoover/November 18, 1929__executive-order-5227restoring-certain-reserved-lands-occupied-as-a-home-site-or-for-fish-cannery-purposes-in-tongass-national-forest-alaska-.txt","train/republican/Herbert_Hoover/November 18, 1929__executive-order-5227restoring-certain-reserved-lands-occupied-as-a-home-site-or-for-fish-cannery-purposes-in-tongass-national-forest-alaska-.txt",4639
train,republican,Ulysses_S_Grant,"March 19, 1874__executive-order-establishment-of-walker-river-indian-reservation.txt","Ulysses_S_Grant/March 19, 1874__executive-order-establishment-of-walker-river-indian-reservation.txt","train/republican/Ulysses_S_Grant/March 19, 1874__executive-order-establishment-of-walker-river-indian-reservation.txt",1095
train,republican,Benjamin_Harrison,"November 28, 1892__executive-orderapproving-interior-order-on-yakima-reserve.txt","Benjamin_Harrison/November 28, 1892__executive-orderapproving-interior-order-on-yakima-reserve.txt","train/republican/Benjamin_Harrison/November 28, 1892__executive-orderapproving-interior-order-on-yakima-reserve.txt",2180
train,republican,Herbert_Hoover,"August 07, 1931__executive-order-5676modification-of-reservoir-site-reserve-no-1-wenatchee-lake-reservoir-washington.txt","Herbert_Hoover/August 07, 1931__executive-order-5676modification-of-reservoir-site-reserve-no-1-wenatchee-lake-reservoir-washington.txt","train/republican/Herbert_Hoover/August 07, 1931__executive-order-5676modification-of-reservoir-site-reserve-no-1-wenatchee-lake-reservoir-washington.txt",21
train,republican,Herbert_Hoover,"January 21, 1933__executive-order-6005authorizing-the-appointment-of-mrs-kathleen-m-glancy.txt","Herbert_Hoover/January 21, 1933__executive-order-6005authorizing-the-appointment-of-mrs-kathleen-m-glancy.txt","train/republican/Herbert_Hoover/January 21, 1933__executive-order-6005authorizing-the-appointment-of-mrs-kathleen-m-glancy.txt",453
train,republican,Herbert_Hoover,"March 22, 1929__executive-order-5082reserving-certain-described-lands-for-classification-and-pending-legislation-oregon.txt","Herbert_Hoover/March 22, 1929__executive-order-5082reserving-certain-described-lands-for-classification-and-pending-legislation-oregon.txt","train/republican/Herbert_Hoover/March 22, 1929__executive-order-5082reserving-certain-described-lands-for-classification-and-pending-legislation-oregon.txt",6826
train,republican,George_W_Bush,"July 03, 2002__executive-order-13270tribal-colleges-and-universities.txt","George_W_Bush/July 03, 2002__executive-order-13270tribal-colleges-and-universities.txt","train/republican/George_W_Bush/July 03, 2002__executive-order-13270tribal-colleges-and-universities.txt",9763
train,republican,Herbert_Hoover,"November 16, 1932__executive-order-5946exemption-of-persons-from-compulsory-retirement-for-age.txt","Herbert_Hoover/November 16, 1932__executive-order-5946exemption-of-persons-from-compulsory-retirement-for-age.txt","train/republican/Herbert_Hoover/November 16, 1932__executive-order-5946exemption-of-persons-from-compulsory-retirement-for-age.txt",594
train,republican,Herbert_Hoover,"July 29, 1931__executive-order-5671withdrawal-of-public-lands-in-aid-of-legislation-wisconsin-minnesota-north-dakota-montana-wyoming-idaho-washington-and-o.txt","Herbert_Hoover/July 29, 1931__executive-order-5671withdrawal-of-public-lands-in-aid-of-legislation-wisconsin-minnesota-north-dakota-montana-wyoming-idaho-washington-and-o.txt","train/republican/Herbert_Hoover/July 29, 1931__executive-order-5671withdrawal-of-public-lands-in-aid-of-legislation-wisconsin-minnesota-north-dakota-montana-wyoming-idaho-washington-and-o.txt",2275
train,republican,Herbert_Hoover,"September 04, 1931__executive-order-5707amendments-to-regulations-governing-the-occupation-and-maintenance-of-certain-foreign-service-quarters.txt","Herbert_Hoover/September 04, 1931__executive-order-5707amendments-to-regulations-governing-the-occupation-and-maintenance-of-certain-foreign-service-quarters.txt","train/republican/Herbert_Hoover/September 04, 1931__executive-order-5707amendments-to-regulations-governing-the-occupation-and-maintenance-of-certain-foreign-service-quarters.txt",863
train,republican,Gerald_R_Ford,"January 04, 1975__executive-order-11828establishing-a-commission-on-cia-activities-within-the-united-states.txt","Gerald_R_Ford/January 04, 1975__executive-order-11828establishing-a-commission-on-cia-activities-within-the-united-states.txt","train/republican/Gerald_R_Ford/January 04, 1975__executive-order-11828establishing-a-commission-on-cia-activities-within-the-united-states.txt",2828
train,republican,Dwight_D_Eisenhower,"February 04, 1953__executive-order-10433further-providing-for-the-administration-of-the-defense-production-act-of-1950-as-amended.txt","Dwight_D_Eisenhower/February 04, 1953__executive-order-10433further-providing-for-the-administration-of-the-defense-production-act-of-1950-as-amended.txt","train/republican/Dwight_D_Eisenhower/February 04, 1953__executive-order-10433further-providing-for-the-administration-of-the-defense-production-act-of-1950-as-amended.txt",2069
train,republican,Herbert_Hoover,"December 19, 1932__executive-order-5977excusing-employees-of-the-government-december-24-and-31-1932.txt","Herbert_Hoover/December 19, 1932__executive-order-5977excusing-employees-of-the-government-december-24-and-31-1932.txt","train/republican/Herbert_Hoover/December 19, 1932__executive-order-5977excusing-employees-of-the-government-december-24-and-31-1932.txt",596
train,republican,Richard_Nixon,"October 30, 1969__executive-order-11492amending-executive-order-no-11398-with-respect-to-the-citizens-advisory-committee-on-physical-fitness-and-sports.txt","Richard_Nixon/October 30, 1969__executive-order-11492amending-executive-order-no-11398-with-respect-to-the-citizens-advisory-committee-on-physical-fitness-and-sports.txt","train/republican/Richard_Nixon/October 30, 1969__executive-order-11492amending-executive-order-no-11398-with-respect-to-the-citizens-advisory-committee-on-physical-fitness-and-sports.txt",670
train,republican,Ronald_Reagan,"August 14, 1985__executive-order-12529presidents-commission-on-americans-outdoors.txt","Ronald_Reagan/August 14, 1985__executive-order-12529presidents-commission-on-americans-outdoors.txt","train/republican/Ronald_Reagan/August 14, 1985__executive-order-12529presidents-commission-on-americans-outdoors.txt",181
train,republican,George_W_Bush,"March 09, 2001__executive-order-13205establishing-an-emergency-board-to-investigate-a-dispute-between-northwest-airlines-inc-and-its-employees-represented-b.txt","George_W_Bush/March 09, 2001__executive-order-13205establishing-an-emergency-board-to-investigate-a-dispute-between-northwest-airlines-inc-and-its-employees-represented-b.txt","train/republican/George_W_Bush/March 09, 2001__executive-order-13205establishing-an-emergency-board-to-investigate-a-dispute-between-northwest-airlines-inc-and-its-employees-represented-b.txt",1178
train,republican,Dwight_D_Eisenhower,"July 06, 1954__executive-order-10543creating-a-board-of-inquiry-to-report-on-a-labor-dispute-affecting-the-operations-of-atomic-energy-facilities.txt","Dwight_D_Eisenhower/July 06, 1954__executive-order-10543creating-a-board-of-inquiry-to-report-on-a-labor-dispute-affecting-the-operations-of-atomic-energy-facilities.txt","train/republican/Dwight_D_Eisenhower/July 06, 1954__executive-order-10543creating-a-board-of-inquiry-to-report-on-a-labor-dispute-affecting-the-operations-of-atomic-energy-facilities.txt",1332
train,republican,Herbert_Hoover,"December 30, 1931__executive-order-5769phosphate-restoration-no-53-idaho.txt","Herbert_Hoover/December 30, 1931__executive-order-5769phosphate-restoration-no-53-idaho.txt","train/republican/Herbert_Hoover/December 30, 1931__executive-order-5769phosphate-restoration-no-53-idaho.txt",2289
train,republican,Ronald_Reagan,"January 07, 1986__executive-order-12543prohibiting-trade-and-certain-transactions-involving-libya.txt","Ronald_Reagan/January 07, 1986__executive-order-12543prohibiting-trade-and-certain-transactions-involving-libya.txt","train/republican/Ronald_Reagan/January 07, 1986__executive-order-12543prohibiting-trade-and-certain-transactions-involving-libya.txt",3802
train,republican,William_Howard_Taft,"May 25, 1909__executive-order-1077communications-and-reports-relative-to-certain-territories-and-possessions-to-be-transmitted-through-the-interior-depart.txt","William_Howard_Taft/May 25, 1909__executive-order-1077communications-and-reports-relative-to-certain-territories-and-possessions-to-be-transmitted-through-the-interior-depart.txt","train/republican/William_Howard_Taft/May 25, 1909__executive-order-1077communications-and-reports-relative-to-certain-territories-and-possessions-to-be-transmitted-through-the-interior-depart.txt",821
train,republican,Herbert_Hoover,"April 07, 1930__executive-order-5319withdrawal-of-land-pending-authorization-for-sale-to-los-angeles-for-protection-of-their-watershed-california.txt","Herbert_Hoover/April 07, 1930__executive-order-5319withdrawal-of-land-pending-authorization-for-sale-to-los-angeles-for-protection-of-their-watershed-california.txt","train/republican/Herbert_Hoover/April 07, 1930__executive-order-5319withdrawal-of-land-pending-authorization-for-sale-to-los-angeles-for-protection-of-their-watershed-california.txt",3723
train,republican,Herbert_Hoover,"December 10, 1930__executive-order-5508withdrawal-of-public-lands-for-classification.txt","Herbert_Hoover/December 10, 1930__executive-order-5508withdrawal-of-public-lands-for-classification.txt","train/republican/Herbert_Hoover/December 10, 1930__executive-order-5508withdrawal-of-public-lands-for-classification.txt",623
train,republican,Herbert_Hoover,"February 13, 1931__executive-order-5557extension-of-trust-period-on-allotments-of-indians-on-the-pine-ridge-reservation-south-dakota.txt","Herbert_Hoover/February 13, 1931__executive-order-5557extension-of-trust-period-on-allotments-of-indians-on-the-pine-ridge-reservation-south-dakota.txt","train/republican/Herbert_Hoover/February 13, 1931__executive-order-5557extension-of-trust-period-on-allotments-of-indians-on-the-pine-ridge-reservation-south-dakota.txt",308
train,republican,Calvin_Coolidge,"December 19, 1925__executive-order-4359-acitizenship-passports-and-protection.txt","Calvin_Coolidge/December 19, 1925__executive-order-4359-acitizenship-passports-and-protection.txt","train/republican/Calvin_Coolidge/December 19, 1925__executive-order-4359-acitizenship-passports-and-protection.txt",34659
train,republican,Herbert_Hoover,"November 04, 1930__executive-order-5476transfer-to-and-consolidation-in-the-veterans-administration-of-certain-duties-heretofore-performed-by-the-war-departmen.txt","Herbert_Hoover/November 04, 1930__executive-order-5476transfer-to-and-consolidation-in-the-veterans-administration-of-certain-duties-heretofore-performed-by-the-war-departmen.txt","train/republican/Herbert_Hoover/November 04, 1930__executive-order-5476transfer-to-and-consolidation-in-the-veterans-administration-of-certain-duties-heretofore-performed-by-the-war-departmen.txt",2490
train,republican,Richard_Nixon,"March 31, 1972__executive-order-11664creating-an-emergency-board-to-investigate-a-dispute-between-the-penn-central-transportation-company-and-certain-of-its.txt","Richard_Nixon/March 31, 1972__executive-order-11664creating-an-emergency-board-to-investigate-a-dispute-between-the-penn-central-transportation-company-and-certain-of-its.txt","train/republican/Richard_Nixon/March 31, 1972__executive-order-11664creating-an-emergency-board-to-investigate-a-dispute-between-the-penn-central-transportation-company-and-certain-of-its.txt",1308
train,republican,George_W_Bush,"January 29, 2001__executive-order-13199establishment-of-white-house-office-of-faith-based-and-community-initiatives.txt","George_W_Bush/January 29, 2001__executive-order-13199establishment-of-white-house-office-of-faith-based-and-community-initiatives.txt","train/republican/George_W_Bush/January 29, 2001__executive-order-13199establishment-of-white-house-office-of-faith-based-and-community-initiatives.txt",4807
train,republican,Herbert_Hoover,"September 21, 1929__executive-order-5196reserving-certain-described-lands-for-the-purpose-of-a-fire-patrol-headquarters-oregon.txt","Herbert_Hoover/September 21, 1929__executive-order-5196reserving-certain-described-lands-for-the-purpose-of-a-fire-patrol-headquarters-oregon.txt","train/republican/Herbert_Hoover/September 21, 1929__executive-order-5196reserving-certain-described-lands-for-the-purpose-of-a-fire-patrol-headquarters-oregon.txt",935
train,republican,Ronald_Reagan,"April 28, 1987__executive-order-12594presidents-volunteer-action-award.txt","Ronald_Reagan/April 28, 1987__executive-order-12594presidents-volunteer-action-award.txt","train/republican/Ronald_Reagan/April 28, 1987__executive-order-12594presidents-volunteer-action-award.txt",1247
train,republican,Ulysses_S_Grant,"May 20, 1876__executive-order.txt","Ulysses_S_Grant/May 20, 1876__executive-order.txt","train/republican/Ulysses_S_Grant/May 20, 1876__executive-order.txt",370
train,republican,Herbert_Hoover,"February 07, 1930__executive-order-5272public-water-restoration-no-62-new-mexico-no-7.txt","Herbert_Hoover/February 07, 1930__executive-order-5272public-water-restoration-no-62-new-mexico-no-7.txt","train/republican/Herbert_Hoover/February 07, 1930__executive-order-5272public-water-restoration-no-62-new-mexico-no-7.txt",65
train,republican,Theodore_Roosevelt,"January 28, 1908__executive-orderjicarilla-apache-new-mexico.txt","Theodore_Roosevelt/January 28, 1908__executive-orderjicarilla-apache-new-mexico.txt","train/republican/Theodore_Roosevelt/January 28, 1908__executive-orderjicarilla-apache-new-mexico.txt",2122
train,republican,Dwight_D_Eisenhower,"January 21, 1959__executive-order-10801amendment-of-executive-order-no-10703-authorizing-the-inspection-of-certain-tax-returns.txt","Dwight_D_Eisenhower/January 21, 1959__executive-order-10801amendment-of-executive-order-no-10703-authorizing-the-inspection-of-certain-tax-returns.txt","train/republican/Dwight_D_Eisenhower/January 21, 1959__executive-order-10801amendment-of-executive-order-no-10703-authorizing-the-inspection-of-certain-tax-returns.txt",1044
train,republican,Donald_J_Trump_(2nd_Term),"February 25, 2025__executive-order-14221making-america-healthy-again-by-empowering-patients-with-clear-accurate-and-actionable-healthcare-pricing-information.txt","Donald_J_Trump_(2nd_Term)/February 25, 2025__executive-order-14221making-america-healthy-again-by-empowering-patients-with-clear-accurate-and-actionable-healthcare-pricing-information.txt","train/republican/Donald_J_Trump_(2nd_Term)/February 25, 2025__executive-order-14221making-america-healthy-again-by-empowering-patients-with-clear-accurate-and-actionable-healthcare-pricing-information.txt",5197
train,republican,Ronald_Reagan,"April 13, 1984__executive-order-12473manual-for-courts-martial-united-states-1984.txt","Ronald_Reagan/April 13, 1984__executive-order-12473manual-for-courts-martial-united-states-1984.txt","train/republican/Ronald_Reagan/April 13, 1984__executive-order-12473manual-for-courts-martial-united-states-1984.txt",3184
train,republican,Gerald_R_Ford,"March 31, 1976__executive-order-11909exemption-of-walter-c-sauer-from-mandatory-retirement.txt","Gerald_R_Ford/March 31, 1976__executive-order-11909exemption-of-walter-c-sauer-from-mandatory-retirement.txt","train/republican/Gerald_R_Ford/March 31, 1976__executive-order-11909exemption-of-walter-c-sauer-from-mandatory-retirement.txt",727
train,republican,Richard_Nixon,"March 29, 1972__executive-order-11662further-providing-for-the-administration-of-the-disaster-relief-act-of-1970-as-amended.txt","Richard_Nixon/March 29, 1972__executive-order-11662further-providing-for-the-administration-of-the-disaster-relief-act-of-1970-as-amended.txt","train/republican/Richard_Nixon/March 29, 1972__executive-order-11662further-providing-for-the-administration-of-the-disaster-relief-act-of-1970-as-amended.txt",500
train,republican,Ronald_Reagan,"October 01, 1985__executive-order-12535prohibition-of-the-importation-of-the-south-african-krugerrand.txt","Ronald_Reagan/October 01, 1985__executive-order-12535prohibition-of-the-importation-of-the-south-african-krugerrand.txt","train/republican/Ronald_Reagan/October 01, 1985__executive-order-12535prohibition-of-the-importation-of-the-south-african-krugerrand.txt",1177
train,republican,Herbert_Hoover,"July 30, 1929__executive-order-5151amending-executive-order-no-1713-reserving-certain-described-islands-in-washington-for-public-purposes.txt","Herbert_Hoover/July 30, 1929__executive-order-5151amending-executive-order-no-1713-reserving-certain-described-islands-in-washington-for-public-purposes.txt","train/republican/Herbert_Hoover/July 30, 1929__executive-order-5151amending-executive-order-no-1713-reserving-certain-described-islands-in-washington-for-public-purposes.txt",174
train,republican,George_W_Bush,"November 09, 2001__executive-order-13234presidential-task-force-on-citizen-preparedness-in-the-war-on-terrorism.txt","George_W_Bush/November 09, 2001__executive-order-13234presidential-task-force-on-citizen-preparedness-in-the-war-on-terrorism.txt","train/republican/George_W_Bush/November 09, 2001__executive-order-13234presidential-task-force-on-citizen-preparedness-in-the-war-on-terrorism.txt",2164
train,republican,Ronald_Reagan,"December 29, 1987__executive-order-12621presidents-task-force-on-market-mechanisms.txt","Ronald_Reagan/December 29, 1987__executive-order-12621presidents-task-force-on-market-mechanisms.txt","train/republican/Ronald_Reagan/December 29, 1987__executive-order-12621presidents-task-force-on-market-mechanisms.txt",533
train,republican,Herbert_Hoover,"September 08, 1931__executive-order-5708to-permit-approval-of-application-for-railroad-right-of-way-utah.txt","Herbert_Hoover/September 08, 1931__executive-order-5708to-permit-approval-of-application-for-railroad-right-of-way-utah.txt","train/republican/Herbert_Hoover/September 08, 1931__executive-order-5708to-permit-approval-of-application-for-railroad-right-of-way-utah.txt",406
train,republican,George_Bush,"October 18, 1972__executive-order-12777implementation-of-section-311-of-the-federal-water-pollution-control-act-of-october-18-1972-as-amended-and-the-oil-poll.txt","George_Bush/October 18, 1972__executive-order-12777implementation-of-section-311-of-the-federal-water-pollution-control-act-of-october-18-1972-as-amended-and-the-oil-poll.txt","train/republican/George_Bush/October 18, 1972__executive-order-12777implementation-of-section-311-of-the-federal-water-pollution-control-act-of-october-18-1972-as-amended-and-the-oil-poll.txt",24496
train,republican,Herbert_Hoover,"September 16, 1930__executive-order-5444lawrence-massachusetts-designated-a-customs-port-of-entry.txt","Herbert_Hoover/September 16, 1930__executive-order-5444lawrence-massachusetts-designated-a-customs-port-of-entry.txt","train/republican/Herbert_Hoover/September 16, 1930__executive-order-5444lawrence-massachusetts-designated-a-customs-port-of-entry.txt",508
train,republican,Herbert_Hoover,"October 09, 1929__executive-order-5204authorizing-the-appointment-of-estelle-roberts-without-regard-to-civil-service-rules.txt","Herbert_Hoover/October 09, 1929__executive-order-5204authorizing-the-appointment-of-estelle-roberts-without-regard-to-civil-service-rules.txt","train/republican/Herbert_Hoover/October 09, 1929__executive-order-5204authorizing-the-appointment-of-estelle-roberts-without-regard-to-civil-service-rules.txt",330
train,republican,Abraham_Lincoln,"March 08, 1862__executive-orderpresidents-general-war-order-no-2.txt","Abraham_Lincoln/March 08, 1862__executive-orderpresidents-general-war-order-no-2.txt","train/republican/Abraham_Lincoln/March 08, 1862__executive-orderpresidents-general-war-order-no-2.txt",1424
train,republican,Dwight_D_Eisenhower,"September 29, 1954__executive-order-10567further-designation-pursuant-to-section-103a-of-the-renegotiation-act-of-1951.txt","Dwight_D_Eisenhower/September 29, 1954__executive-order-10567further-designation-pursuant-to-section-103a-of-the-renegotiation-act-of-1951.txt","train/republican/Dwight_D_Eisenhower/September 29, 1954__executive-order-10567further-designation-pursuant-to-section-103a-of-the-renegotiation-act-of-1951.txt",1082
train,republican,Ulysses_S_Grant,"July 01, 1874__executive-orderestablishing-papago-indian-reserve.txt","Ulysses_S_Grant/July 01, 1874__executive-orderestablishing-papago-indian-reserve.txt","train/republican/Ulysses_S_Grant/July 01, 1874__executive-orderestablishing-papago-indian-reserve.txt",1283
train,republican,Gerald_R_Ford,"January 13, 1977__executive-order-11956relating-to-voluntary-agreements.txt","Gerald_R_Ford/January 13, 1977__executive-order-11956relating-to-voluntary-agreements.txt","train/republican/Gerald_R_Ford/January 13, 1977__executive-order-11956relating-to-voluntary-agreements.txt",1320
train,republican,Richard_Nixon,"April 10, 1972__executive-order-11665james-f-byrnes.txt","Richard_Nixon/April 10, 1972__executive-order-11665james-f-byrnes.txt","train/republican/Richard_Nixon/April 10, 1972__executive-order-11665james-f-byrnes.txt",656
train,republican,George_W_Bush,"June 28, 2005__executive-order-13382blocking-property-of-weapons-of-mass-destruction-proliferators-and-their-supporters.txt","George_W_Bush/June 28, 2005__executive-order-13382blocking-property-of-weapons-of-mass-destruction-proliferators-and-their-supporters.txt","train/republican/George_W_Bush/June 28, 2005__executive-order-13382blocking-property-of-weapons-of-mass-destruction-proliferators-and-their-supporters.txt",7587
train,republican,Ronald_Reagan,"July 12, 1988__executive-order-12645amending-executive-order-12364-relating-to-the-presidential-management-intern-program.txt","Ronald_Reagan/July 12, 1988__executive-order-12645amending-executive-order-12364-relating-to-the-presidential-management-intern-program.txt","train/republican/Ronald_Reagan/July 12, 1988__executive-order-12645amending-executive-order-12364-relating-to-the-presidential-management-intern-program.txt",554
train,republican,Dwight_D_Eisenhower,"September 12, 1953__executive-order-10486providing-for-the-establishment-of-the-advisory-committee-on-government-housing-policies-and-programs.txt","Dwight_D_Eisenhower/September 12, 1953__executive-order-10486providing-for-the-establishment-of-the-advisory-committee-on-government-housing-policies-and-programs.txt","train/republican/Dwight_D_Eisenhower/September 12, 1953__executive-order-10486providing-for-the-establishment-of-the-advisory-committee-on-government-housing-policies-and-programs.txt",1718
train,republican,Dwight_D_Eisenhower,"March 24, 1956__executive-order-10663administration-of-the-escapee-program.txt","Dwight_D_Eisenhower/March 24, 1956__executive-order-10663administration-of-the-escapee-program.txt","train/republican/Dwight_D_Eisenhower/March 24, 1956__executive-order-10663administration-of-the-escapee-program.txt",1435
